1,1,Equal,t,integer,PlayerRoom,"{player,game,room}"
2,2,Equal,t,integer,PlayerRoom,"{player,game,room}"
3,3,Equal,t,integer,room,{room}
4,4,Equal,t,integer,WumpusRoom,"{wumpus,room}"
5,4,Equal,t,integer,WumpusRoom,"{wumpus,room}"
6,6,Boolean,t,boolean,RoomHasBlood,"{room,has,blood}"
7,7,Boolean,t,boolean,true,{}
8,10,Equal,f,enum,DBG,{converter}
9,10,Equal,f,enum,OPT,{converter}
10,10,Equal,t,string,e,{}
11,11,Equal,t,string,TypeDescription,"{type,description}"
12,12,Equal,t,instance,convert,{converter}
13,13,Null,t,null,goo,{}
14,13,Equal,t,integer,size,{}
15,13,Equal,f,enum,get,{}
16,13,Equal,f,enum,get,{}
17,14,Equal,t,"Entry<String, String>",convert,{}
18,14,Equal,f,"Entry<String, String>",convert,{}
19,14,Equal,f,"Entry<String, String>",convert,{}
20,14,Equal,f,"Entry<String, String>",convert,{}
21,16,Throws,f,OptionsParsingException,convert,{}
22,17,Throws,f,OptionsParsingException,convert,{}
23,18,Throws,f,OptionsParsingException,convert,{}
24,19,Equal,f,"Entry<String, String>",convert,{}
25,20,Equal,f,enum,convert,{converter}
26,20,Equal,f,enum,convert,{converter}
27,20,Throws,f,OptionsParsingException,convert,{converter}
28,20,Equal,t,String,e,{}
29,20,Equal,t,String,TypeDescription,{converter}
30,21,Equal,t,enum,convert,{converter}
31,21,Equal,t,enum,convert,{converter}
32,21,Null,t,null,compileMode,{}
33,21,Equal,t,enum,compileMode,{}
34,23,Null,t,null,compileMode,{}
35,23,Equal,t,enum,compileMode,{}
36,24,Null,t,null,compileMode,{}
37,24,Equal,t,enum,compileMode,{}
38,25,Boolean,t,boolean,convert,{}
39,26,Boolean,t,boolean,convert,{}
40,27,Boolean,t,boolean,convert,{}
41,28,Boolean,t,boolean,convert,{}
42,29,Boolean,t,boolean,convert,{}
43,30,Boolean,t,boolean,convert,{}
44,31,Boolean,t,boolean,convert,{}
45,32,Throws,f,UnsupportedOperationException,convert,{}
46,33,Equal,f,enum,convert,{converter}
47,33,Equal,f,enum,convert,{converter}
48,33,Equal,f,enum,convert,{converter}
49,33,Equal,f,enum,convert,{converter}
50,33,Equal,f,enum,convert,{converter}
51,33,Equal,f,enum,convert,{converter}
52,34,Equal,f,enum,convert,{converter}
53,34,Equal,f,enum,convert,{converter}
54,34,Equal,f,enum,convert,{converter}
55,34,Equal,f,enum,convert,{converter}
56,34,Equal,f,enum,convert,{converter}
57,35,Throws,f,OptionsParsingException,convert,{converter}
58,35,Throws,f,OptionsParsingException,convert,{converter}
59,35,Throws,f,OptionsParsingException,convert,{converter}
60,35,Throws,f,OptionsParsingException,convert,{converter}
61,36,Equal,f,Class,DoIt,{}
62,37,Equal,f,Class,DoIt,{}
63,38,Equal,f,Class,DoIt,{}
64,39,Equal,t,String,testString,{test}
65,39,Equal,t,String,testString,{test}
66,40,Equal,t,String,testString,{test}
67,40,Throws,f,OptionsParsingException,parser,{}
68,41,Equal,t,String,testMultipleString,"{test,multiple}"
69,41,Throws,f,OptionsParsingException,parser,{}
70,42,Equal,t,String,testString,{test}
72,43,Equal,t,String,testString,{test}
71,42,Equal,t,String,testString,{test}
73,43,Equal,t,String,testString,{test}
74,44,Equal,t,String,testMultipleString,{test}
75,44,Boolean,t,boolean,testMultipleString,{test}
76,45,Equal,t,String,testString,{test}
77,45,Equal,t,String,testString,{test}
78,46,Equal,t,String,testString,{test}
79,46,Throws,f,OptionsPasingException,enforce,{}
80,47,Equal,f,String[],testListConverters,"{test,list,converter}"
81,47,Equal,t,String,e,{}
82,47,Throws,f,OptionsParsingException,enforce,{}
83,48,Equal,t,String,testStringNullByDefault,"{test,NULL,default}"
85,49,Equal,t,String,testStringNullByDefault,"{test,NULL,default}"
84,48,Equal,t,String,testStringNullByDefault,"{test,NULL,default}"
86,49,Null,f,null,testStringNullByDefault,"{test,NULL,default}"
87,50,Null,f,null,testStringNullByDefault,"{test,NULL,default}"
88,50,Null,f,null,testStringNullByDefault,"{test,NULL,default}"
89,51,Equal,t,String,testString,{test}
90,51,Equal,t,String,testString,{test}
91,52,Equal,t,String,testString,{test}
92,52,Equal,t,String,testString,{test}
93,53,Equal,t,String,testString,{test}
94,53,Equal,t,String,testString,{test}
95,54,Equal,t,String,testString,{test}
96,54,Equal,t,String,testString,{test}
97,55,Equal,t,String,testString,{test}
98,55,Throws,f,OptionsParsingException,enforce,{}
99,56,Equal,t,String,testMultipleStirng,"{test,multiple}"
100,56,Throws,f,OptionsParsingException,enforce,{}
101,57,Equal,t,String,testString,{test}
102,57,Equal,t,String,testString,{test}
103,58,Equal,t,String,testString,{test}
104,58,Equal,t,String,testString,{test}
105,59,Equal,t,String,testMultipleString,{test}
106,59,Boolean,t,boolean,testMultipleString,{test}
107,60,Throws,f,OptionsParsingException,enforce,{}
108,60,Boolean,t,boolean,e,{}
109,61,Equal,t,String,testString,{test}
110,61,Equal,t,String,testString,{test}
111,62,Equal,t,String,testString,{test}
112,62,Throws,f,OptionsParsingException,enforce,{}
113,63,Equal,f,String[],testListConverters,"{test,list,converter}"
114,63,Throws,f,OptionsParsingException,enforce,{}
115,63,Equal,t,String,e,{}
